79.06,5.8172993659973145,0.7647058823529411,0.9641350210970464,0.6646403242147924,0.7677725118483413,0.6797520661157025,0.901656314699793,0.4849699398797595,0.8633165829145729,0.9379450661241099,0.8814814814814815,0.78,0.914,0.656,0.81,0.658,0.871,0.484,0.859,0.922,0.952
81.51,5.043890535831451,0.8029978586723768,0.9810126582278481,0.8,0.7449324324324325,0.708984375,0.8938223938223938,0.5186533212010919,0.8938321536905965,0.9378134403209629,0.9140625,0.75,0.93,0.612,0.882,0.726,0.926,0.57,0.884,0.935,0.936
82.27,4.793692588806152,0.7402482269503546,0.9831932773109243,0.5982142857142857,0.8083333333333333,0.7850467289719626,0.9116504854368932,0.6639477977161501,0.8948919449901768,0.9485887096774194,0.9429735234215886,0.835,0.936,0.871,0.873,0.588,0.939,0.407,0.911,0.941,0.926
84.65,4.3630311191082,0.79296875,0.9804727646454265,0.76153091265947,0.8357771260997068,0.7417153996101364,0.9671261930010604,0.6122672508214677,0.8930276981852913,0.9435643564356435,0.9275929549902152,0.812,0.954,0.776,0.855,0.761,0.912,0.559,0.935,0.953,0.948
84.9,4.211931347846985,0.7867924528301887,0.9765784114052953,0.7740963855421686,0.8469184890656064,0.7782561894510226,0.957688338493292,0.605,0.9242738589211619,0.9448275862068966,0.897126969416126,0.834,0.959,0.771,0.852,0.723,0.928,0.605,0.891,0.959,0.968
85.58,4.1104695200920105,0.8019512195121952,0.9775739041794088,0.7175767918088737,0.8245125348189415,0.7908992416034669,0.9766206163655685,0.6929824561403509,0.8695263628239499,0.9438976377952756,0.9641350210970464,0.822,0.959,0.841,0.888,0.73,0.919,0.553,0.973,0.959,0.914
85.66,4.051014482975006,0.8519337016574585,0.9905660377358491,0.8498789346246973,0.7908611599297012,0.6933546837469976,0.9544072948328267,0.6662958843159066,0.9161735700197239,0.9421000981354269,0.9435084241823588,0.771,0.945,0.702,0.9,0.866,0.942,0.599,0.929,0.96,0.952
86.35,3.814902901649475,0.8125623130608175,0.9835728952772074,0.7845410628019324,0.8154815481548154,0.7941483803552769,0.9507537688442211,0.6659364731653888,0.9213930348258706,0.9566532258064516,0.9408866995073891,0.815,0.958,0.812,0.906,0.76,0.946,0.608,0.926,0.949,0.955
86.51,3.8040659725666046,0.7990610328638498,0.9786802030456853,0.7293617021276596,0.8524271844660194,0.7867867867867868,0.9574036511156186,0.744413407821229,0.9302564102564103,0.9461839530332681,0.9207258834765998,0.851,0.964,0.857,0.878,0.786,0.944,0.533,0.907,0.967,0.964
86.07,3.780776411294937,0.8718861209964412,0.9885773624091381,0.7681692732290708,0.8210332103321033,0.8132250580046404,0.9595551061678463,0.6101398601398601,0.9294354838709677,0.9554013875123885,0.9357351509250244,0.735,0.952,0.835,0.89,0.701,0.949,0.698,0.922,0.964,0.961
86.96,3.7027067840099335,0.7933579335793358,0.9906735751295337,0.7947214076246334,0.8442545109211775,0.7497749774977498,0.9672131147540983,0.7401894451962111,0.8895027624309392,0.9537856440511308,0.9704016913319239,0.86,0.956,0.813,0.889,0.833,0.944,0.547,0.966,0.97,0.918
87.07,3.6044670939445496,0.7662337662337663,0.9856996935648621,0.7741935483870968,0.8761421319796955,0.7838104639684107,0.9680741503604532,0.7352941176470589,0.9173955296404276,0.9491691104594331,0.9436758893280632,0.885,0.965,0.84,0.863,0.794,0.94,0.55,0.944,0.971,0.955
87.22,3.535427212715149,0.8391752577319588,0.9887063655030801,0.8308668076109936,0.859086491739553,0.7781036168132942,0.9821052631578947,0.6463178294573644,0.90177736202058,0.9509803921568627,0.9574468085106383,0.814,0.963,0.786,0.884,0.796,0.933,0.667,0.964,0.97,0.945
87.37,3.5119579136371613,0.8172983479105929,0.9897330595482546,0.8139059304703476,0.8519579751671442,0.7464285714285714,0.9801876955161627,0.713939393939394,0.9229268292682927,0.951028403525955,0.9412915851272016,0.841,0.964,0.796,0.892,0.836,0.94,0.589,0.946,0.971,0.962
87.66,3.451871782541275,0.7867975022301517,0.9867075664621677,0.821105527638191,0.872255489021956,0.7743153918791312,0.9562624254473161,0.724009900990099,0.933,0.9483430799220273,0.9502487562189055,0.882,0.965,0.817,0.874,0.82,0.962,0.585,0.933,0.973,0.955
87.85,3.438432365655899,0.827755905511811,0.9897330595482546,0.7769652650822669,0.8654970760233918,0.7854368932038835,0.9677093844601413,0.7285886610373945,0.9248780487804878,0.9501466275659824,0.9576612903225806,0.841,0.964,0.85,0.888,0.809,0.959,0.604,0.948,0.972,0.95
87.76,3.3977932929992676,0.7847533632286996,0.9897330595482546,0.8206686930091185,0.8605769230769231,0.7987927565392354,0.9573835480673935,0.7104337631887456,0.9394550958627649,0.9494163424124513,0.9504459861248761,0.875,0.964,0.81,0.895,0.794,0.966,0.606,0.931,0.976,0.959
87.98,3.357133626937866,0.8351648351648352,0.9867482161060143,0.771505376344086,0.8534728829686014,0.8244111349036403,0.9724770642201835,0.7245714285714285,0.9189971070395371,0.9458413926499033,0.9565656565656566,0.836,0.968,0.861,0.897,0.77,0.954,0.634,0.953,0.978,0.947
87.99,3.324330449104309,0.8271484375,0.9877175025588536,0.8163672654690619,0.835304822565969,0.791015625,0.9744637385086823,0.7298919567827131,0.9233009708737864,0.9429951690821256,0.954864593781344,0.847,0.965,0.818,0.918,0.81,0.954,0.608,0.951,0.976,0.952
88.07,3.358059048652649,0.818957345971564,0.9897540983606558,0.7497879558948262,0.8401826484018264,0.8421052631578947,0.9753340184994861,0.7599486521181001,0.9226305609284333,0.9575936883629191,0.9530938123752495,0.864,0.966,0.884,0.92,0.752,0.949,0.592,0.954,0.971,0.955
88.18,3.276060551404953,0.8029602220166513,0.984725050916497,0.7884972170686456,0.8949536560247168,0.8085539714867617,0.9745934959349594,0.7213872832369942,0.9383697813121272,0.9486931268151017,0.9459724950884086,0.868,0.967,0.85,0.869,0.794,0.959,0.624,0.944,0.98,0.963
88.5,3.2274022102355957,0.8197343453510436,0.9857433808553971,0.7964519140989729,0.8713163064833006,0.8183694530443757,0.9719157472417251,0.7204545454545455,0.9440559440559441,0.9586614173228346,0.9515810276679841,0.864,0.968,0.853,0.887,0.793,0.969,0.634,0.945,0.974,0.963
88.4,3.2659714221954346,0.8287937743190662,0.9877551020408163,0.7832422586520947,0.838975297346752,0.8534385569334837,0.9745676500508647,0.7251396648044692,0.9124293785310734,0.9623762376237623,0.9730290456431535,0.852,0.968,0.86,0.917,0.757,0.958,0.649,0.969,0.972,0.938
